Visit_Hour,Day_Type,Triage_Level,Doctor_Load,Staff_To_Patient_Ratio,Resource_Utilization_Rate,Bed_Occupancy_%,Num_Transfers,Num_Process_Steps,Loop_Count,Rework_Count,Repeated_Tests,Data_Error_Count,System_Downtime_Impact,Discharge_Bottleneck_Index,Wait_Time_Min,TAT_Min,Bed_Delay_Min,Admission_Delay_Min,Total_Delay_Min,Delay_Risk
19,0,3,21,0.36,98,65,1,6,1,1,0,0,0,23,42,65,36,16,159,0
5,1,3,15,0.47,90,89,2,6,1,0,0,0,0,36,46,61,66,8,181,0
23,0,3,27,0.13,55,76,5,10,2,0,1,0,0,0,123,67,42,45,277,1
21,1,3,49,0.09,69,55,2,7,1,1,0,0,0,31,159,52,50,55,316,1
14,0,2,30,0.45,93,91,1,4,1,0,0,0,1,52,49,93,74,21,237,1
8,0,2,24,0.46,65,59,4,7,1,1,1,0,0,0,65,65,44,16,190,0
13,0,2,12,0.17,70,87,3,8,1,1,1,1,0,44,86,69,77,29,261,1
17,0,2,11,0.22,64,57,3,6,0,2,0,0,0,55,74,36,58,22,190,0
16,0,1,50,0.35,88,67,1,5,0,2,0,0,0,33,77,49,66,29,221,0
17,1,2,49,0.2,91,81,1,5,2,2,1,0,0,17,92,74,80,35,281,1
4,1,2,13,0.44,53,66,0,5,0,1,0,0,1,28,30,71,53,15,169,0
19,0,2,41,0.1,73,91,2,6,0,1,1,0,0,5,142,62,38,52,294,1
19,1,3,11,0.07,52,51,2,7,1,3,1,0,0,56,161,63,57,53,334,1
8,1,2,55,0.14,99,93,2,6,1,0,1,1,0,30,129,105,85,44,363,1
10,1,2,38,0.18,50,69,3,6,0,0,0,0,0,13,100,36,43,37,216,0
23,1,2,11,0.1,79,59,4,8,0,2,0,0,0,10,128,52,41,32,253,1
21,1,2,43,0.08,62,58,1,4,1,0,0,1,0,4,166,31,22,66,285,1
0,1,2,36,0.39,67,97,5,10,1,0,0,0,0,21,81,40,73,21,215,0
17,0,1,48,0.12,89,88,3,7,1,0,0,2,0,50,132,67,68,61,328,1
5,1,2,53,0.46,60,90,2,5,0,2,0,0,0,12,72,53,71,16,212,0
1,1,3,47,0.22,91,74,2,5,1,1,0,1,1,11,88,94,43,38,263,1
14,1,2,27,0.35,78,74,1,6,1,0,0,0,0,40,51,65,47,20,183,0
20,0,3,45,0.15,53,73,2,7,1,0,0,0,0,3,118,28,48,37,231,1
13,1,3,28,0.16,74,55,1,5,0,2,0,0,0,37,93,61,46,31,231,1
4,1,1,36,0.31,85,79,2,6,0,2,0,1,0,3,74,48,34,35,191,0
5,1,3,54,0.3,85,59,2,6,1,1,1,0,0,29,90,86,58,26,260,1
5,0,2,29,0.4,93,88,2,5,1,2,0,0,1,53,45,98,76,14,233,1
21,1,2,30,0.39,89,80,1,6,1,0,0,0,0,0,53,83,58,10,204,0
17,0,2,32,0.35,77,67,1,5,1,1,0,1,0,48,60,56,58,32,206,0
13,1,3,39,0.25,94,92,3,7,2,0,0,0,0,30,81,54,66,25,226,0
9,0,1,34,0.45,57,82,1,4,0,1,0,0,0,48,46,39,78,11,174,0
13,0,3,40,0.33,70,68,2,6,1,1,0,0,0,41,70,53,67,15,205,0
12,0,3,36,0.5,84,72,1,4,1,1,2,1,0,49,56,96,57,25,234,1
2,1,3,43,0.42,93,54,1,4,1,1,0,0,1,22,67,107,42,12,228,0
5,0,2,17,0.07,67,75,3,8,2,0,1,0,0,13,164,54,78,48,344,1
7,0,3,28,0.19,96,78,4,7,1,1,1,0,0,34,96,85,81,34,296,1
11,0,2,50,0.31,74,73,1,6,0,1,0,0,1,16,70,76,56,22,224,0
12,0,1,35,0.37,95,55,1,4,0,1,0,0,0,59,61,63,85,12,221,0
10,1,3,37,0.3,90,88,2,7,1,3,0,1,0,31,69,83,70,32,254,1
11,1,3,13,0.4,54,53,1,4,1,0,1,0,0,55,43,60,51,12,166,0
0,1,2,40,0.18,96,97,2,6,0,2,0,0,0,55,98,55,99,28,280,1
16,1,2,25,0.13,57,91,6,11,0,1,0,0,0,35,135,36,57,36,264,1
15,0,1,19,0.07,72,75,1,6,1,1,1,1,0,22,162,65,47,56,330,1
10,1,2,47,0.31,52,64,0,3,0,2,0,1,0,33,71,53,56,29,209,0
12,0,2,57,0.36,93,62,1,5,0,0,0,0,0,46,81,54,74,23,232,1
17,1,2,19,0.2,86,89,3,7,1,0,0,0,0,37,77,56,84,23,240,1
10,1,2,54,0.33,80,71,1,6,0,0,0,1,0,40,83,45,49,44,221,0
11,1,3,18,0.07,78,62,1,5,1,2,1,1,1,38,174,127,46,68,415,1
5,0,2,48,0.09,90,88,2,6,0,0,0,0,0,21,158,44,51,48,301,1
8,1,3,45,0.37,69,66,1,4,1,1,0,1,0,41,63,38,60,33,194,0
15,1,3,45,0.22,52,85,2,6,1,1,0,0,0,1,79,38,53,20,190,0
3,1,2,28,0.35,72,88,3,7,0,1,2,2,1,19,77,142,58,37,314,1
2,0,1,28,0.42,89,97,3,7,1,1,0,1,0,13,66,72,58,39,235,1
15,1,1,21,0.43,70,74,0,4,0,0,0,0,0,37,41,57,55,11,164,0
23,1,3,22,0.13,62,83,2,5,2,2,0,1,0,36,108,45,82,45,280,1
11,0,2,34,0.27,57,70,3,6,1,1,1,0,0,36,73,61,52,21,207,0
10,0,2,45,0.38,54,74,3,7,1,0,1,0,0,51,83,70,55,29,237,1
4,1,2,34,0.4,74,74,3,6,0,0,0,0,0,11,68,65,72,31,236,1
17,1,2,37,0.4,88,71,0,5,0,3,1,1,1,27,53,117,55,22,247,1
18,1,2,51,0.15,86,72,2,5,1,0,1,0,0,55,117,76,74,38,305,1
22,0,3,48,0.14,90,74,5,8,0,2,0,1,1,7,130,89,40,47,306,1
22,0,2,39,0.32,54,63,3,6,1,0,0,0,0,28,73,40,53,21,187,0
5,0,3,14,0.38,57,63,0,5,0,0,1,0,0,20,31,62,38,3,134,0
21,1,3,26,0.19,93,75,0,5,0,1,0,0,1,38,74,93,53,21,241,1
17,0,2,27,0.1,53,89,3,8,0,1,0,1,0,47,137,42,69,48,296,1
5,1,2,52,0.37,90,79,1,4,2,0,1,0,0,17,64,72,46,25,207,0
3,0,3,56,0.18,71,75,1,6,2,0,1,1,0,47,97,67,80,36,280,1
11,0,3,30,0.12,63,87,0,5,0,0,0,0,0,18,112,55,60,33,260,1
18,0,2,31,0.12,68,71,1,4,0,0,0,1,0,9,116,60,58,49,283,1
1,1,3,48,0.19,62,88,2,6,0,0,1,0,1,8,99,92,62,33,286,1
16,1,1,59,0.32,84,88,0,3,0,0,0,0,0,22,82,52,91,31,256,1
10,1,2,15,0.21,53,83,2,5,2,0,1,1,0,29,61,66,59,33,219,0
10,1,2,59,0.06,82,74,0,3,1,0,0,0,0,21,218,63,48,67,396,1
20,0,2,25,0.09,71,85,2,6,2,0,0,1,1,58,128,96,85,47,356,1
15,1,1,11,0.18,50,62,2,5,1,2,0,0,0,54,73,6,69,20,168,0
1,0,2,10,0.35,60,78,1,4,1,0,0,0,0,28,46,30,57,14,147,0
1,1,1,39,0.09,65,91,0,4,1,0,0,1,0,5,144,50,63,48,305,1
22,1,2,52,0.3,53,58,2,5,1,1,0,1,0,49,90,52,47,35,224,0
7,0,3,46,0.1,78,64,2,5,1,0,0,0,0,34,145,48,59,45,297,1
12,0,3,57,0.15,88,80,0,3,0,1,0,0,0,13,111,61,47,25,244,1
9,1,2,32,0.13,93,93,3,7,1,3,0,1,0,4,123,53,54,38,268,1
7,1,2,10,0.08,87,76,2,5,1,0,0,0,0,45,148,76,57,33,314,1
3,0,2,28,0.35,73,80,1,5,2,1,0,0,0,17,53,40,49,9,151,0
14,0,1,55,0.26,58,59,2,6,1,1,0,0,0,34,94,49,43,26,212,0
0,0,2,12,0.42,57,86,3,8,0,0,0,0,0,29,44,30,71,12,157,0
10,0,1,11,0.09,63,56,2,5,0,1,0,0,0,6,136,20,54,36,246,1
6,0,3,46,0.12,64,81,5,8,2,0,0,0,1,33,144,88,49,38,319,1
16,1,3,26,0.19,71,60,1,6,2,1,0,1,0,37,80,48,61,28,217,0
19,1,2,37,0.39,86,97,1,6,1,1,0,1,1,41,59,106,88,28,281,1
23,1,3,27,0.19,64,94,2,5,0,2,0,0,1,52,67,86,79,18,250,1
17,1,1,42,0.23,55,77,2,5,0,1,1,0,0,18,82,48,43,25,198,0
21,0,2,24,0.19,50,53,3,8,0,0,1,0,1,44,79,92,44,21,236,1
21,0,3,31,0.09,69,97,0,3,2,1,0,0,0,55,137,59,92,38,326,1
11,0,2,50,0.47,90,94,1,4,1,1,0,1,0,53,54,70,76,26,226,0
8,1,2,36,0.3,85,80,2,5,2,2,1,0,0,10,73,85,51,23,232,1
4,0,3,46,0.4,51,78,0,5,1,3,2,0,0,40,56,96,50,22,224,0
9,0,3,41,0.35,55,82,3,8,1,2,0,0,0,16,78,44,61,26,209,0
3,1,3,54,0.28,51,53,4,8,0,0,1,0,0,10,99,65,46,37,247,1
4,1,3,28,0.09,52,96,3,7,0,0,0,0,0,44,147,21,70,40,278,1
9,1,3,37,0.34,56,75,4,7,2,1,0,0,0,27,84,49,52,19,204,0
10,0,1,37,0.12,69,80,3,6,0,1,1,0,0,2,133,71,34,37,275,1
20,0,1,19,0.24,98,80,2,6,1,0,0,1,1,9,73,115,49,35,272,1
23,1,2,29,0.33,90,76,1,5,1,2,0,0,1,23,54,105,57,12,228,0
9,1,1,34,0.4,90,74,1,5,0,0,0,0,0,32,51,71,62,21,205,0
7,0,2,30,0.36,54,97,0,3,0,0,1,0,0,58,56,60,98,10,224,0
1,1,2,23,0.35,74,85,1,4,0,1,1,0,1,58,48,113,91,8,260,1
22,0,2,31,0.12,87,98,1,5,1,1,0,1,0,55,105,78,91,41,315,1
7,1,2,35,0.21,67,80,0,5,0,3,1,0,0,58,69,70,61,30,230,0
15,1,3,53,0.07,50,92,2,6,0,1,0,1,0,25,196,51,72,71,390,1
21,1,1,20,0.37,74,86,4,9,1,0,1,0,0,4,61,77,40,21,199,0
4,0,2,16,0.48,66,94,2,7,0,0,1,0,0,23,49,80,66,10,205,0
2,0,3,26,0.17,95,93,3,6,0,3,0,1,0,43,87,67,80,34,268,1
11,1,3,27,0.09,64,72,3,8,0,1,0,1,0,25,140,39,51,53,283,1
12,0,2,16,0.26,54,84,1,6,0,2,1,0,1,6,54,92,68,7,221,0
12,1,1,29,0.44,66,53,3,7,1,2,1,0,0,11,51,63,34,14,162,0
9,1,2,47,0.3,70,77,0,4,2,2,0,0,0,56,68,28,75,27,198,0
3,0,1,20,0.07,72,91,2,7,0,1,1,0,1,38,173,101,87,58,419,1
8,0,1,53,0.49,92,90,1,5,1,0,1,0,0,43,78,95,67,34,274,1
21,0,2,25,0.42,59,91,3,7,0,1,0,1,0,35,56,50,69,25,200,0
23,0,2,36,0.11,66,62,2,6,1,3,0,1,1,16,127,90,56,40,313,1
22,1,2,20,0.46,50,50,1,5,1,0,0,0,0,15,43,54,42,10,149,0
1,0,2,25,0.25,86,61,1,6,1,0,1,0,0,30,68,73,52,21,214,0
18,0,3,32,0.22,97,92,3,8,0,0,0,0,0,17,91,72,48,31,242,1
0,1,3,21,0.26,56,89,2,7,0,1,0,1,0,31,62,46,66,29,203,0
6,1,2,49,0.43,61,75,2,7,1,1,0,0,0,1,77,40,33,25,175,0
16,1,2,12,0.35,89,95,5,10,0,0,0,2,0,48,60,57,89,36,242,1
2,1,2,11,0.08,99,95,2,5,1,0,1,0,0,9,151,88,61,43,343,1
19,0,2,47,0.48,50,72,2,6,0,2,0,0,1,47,73,70,49,18,210,0
19,0,2,57,0.12,69,98,0,3,0,2,1,0,1,38,124,130,59,30,343,1
20,1,2,33,0.39,93,71,2,7,1,0,0,0,0,13,62,64,42,16,184,0
2,1,2,38,0.34,80,77,2,6,1,3,2,0,0,51,67,101,58,21,247,1
2,0,2,56,0.13,53,66,1,6,1,0,0,0,1,46,129,73,56,41,299,1
16,0,2,55,0.13,75,55,0,3,0,0,0,0,0,9,119,72,42,37,270,1
6,0,2,43,0.44,61,63,3,8,0,0,1,1,0,54,68,63,55,31,217,0
13,0,2,29,0.24,71,99,1,5,1,0,0,0,0,27,72,36,80,19,207,0
16,0,2,27,0.34,50,66,0,5,1,1,0,0,0,23,52,26,45,23,146,0
17,1,2,23,0.28,50,87,2,7,1,0,1,1,0,53,57,64,81,27,229,0
12,1,2,27,0.38,52,54,1,5,2,2,0,1,0,39,59,38,35,26,158,0
19,1,2,11,0.27,61,62,3,6,0,2,1,0,1,33,65,112,63,23,263,1
19,1,2,10,0.18,70,97,4,7,2,1,0,0,0,59,87,59,100,33,279,1
20,0,2,29,0.21,62,58,5,9,1,1,1,0,0,48,94,61,55,32,242,1
17,1,1,43,0.44,62,93,1,5,1,1,0,0,0,40,56,43,70,20,189,0
3,0,2,50,0.26,90,91,5,8,0,3,1,1,0,8,109,79,59,41,288,1
0,0,2,50,0.15,67,75,1,5,1,1,0,1,0,46,108,51,65,50,274,1
17,0,2,57,0.47,82,62,0,3,1,1,0,1,1,28,62,83,46,35,226,0
0,0,3,20,0.41,55,68,3,8,1,0,1,0,0,44,56,57,86,17,216,0
12,0,3,36,0.08,74,97,1,4,0,0,0,0,1,40,149,87,88,44,368,1
19,0,3,32,0.5,72,66,1,5,0,1,0,0,0,35,52,51,60,19,182,0
19,0,1,47,0.36,73,65,2,7,1,0,0,0,0,8,71,48,45,21,185,0
22,1,3,53,0.12,86,79,4,8,2,1,2,0,0,40,144,104,50,52,350,1
9,0,2,12,0.16,75,81,0,3,0,0,1,0,0,46,76,85,67,29,257,1
10,1,2,21,0.36,53,63,0,5,0,1,0,0,0,10,50,51,37,12,150,0
8,1,1,39,0.4,87,97,3,6,1,3,1,0,0,20,76,77,79,21,253,1
8,0,3,40,0.16,84,64,1,6,1,1,0,0,0,12,106,69,34,26,235,1
4,0,1,32,0.17,98,61,3,7,0,1,2,1,1,48,99,125,65,47,336,1
0,1,3,10,0.19,60,86,2,5,0,1,0,0,0,23,58,47,55,20,180,0
16,1,1,50,0.32,85,60,2,7,1,1,0,1,0,0,80,46,38,26,190,0
21,1,2,29,0.13,74,54,2,7,0,1,0,2,0,34,113,62,43,51,269,1
1,1,2,15,0.1,69,60,1,6,0,2,1,0,0,34,113,81,55,26,275,1
23,0,2,20,0.36,50,83,7,10,1,0,1,1,0,20,76,62,61,33,232,1
12,0,1,44,0.4,79,68,0,4,0,0,0,0,0,46,54,52,68,13,187,0
8,0,2,13,0.28,53,75,1,5,0,1,0,2,0,4,54,27,57,34,172,0
3,1,1,38,0.21,72,75,2,7,0,1,0,1,0,20,84,51,61,42,238,1
4,0,2,19,0.24,84,66,3,7,1,1,0,1,0,3,70,57,50,32,209,0
10,1,2,38,0.22,91,80,4,7,0,3,0,0,0,32,98,64,78,30,270,1
23,0,3,47,0.48,71,68,2,6,0,1,0,1,0,35,68,52,56,28,204,0
18,1,2,10,0.4,80,93,0,4,0,2,1,1,0,57,40,87,84,21,232,1
20,0,1,49,0.14,50,69,1,4,0,1,0,1,0,7,113,28,33,46,220,0
2,0,2,17,0.22,53,72,0,3,1,0,1,0,1,28,50,85,51,22,208,0
11,1,2,47,0.29,68,74,5,9,2,1,1,0,0,52,100,67,49,31,247,1
18,1,3,26,0.33,79,77,1,5,1,4,1,0,0,6,56,74,58,14,202,0
18,1,3,28,0.26,50,86,3,7,0,1,0,0,0,0,79,36,47,25,187,0
12,1,2,42,0.41,97,61,1,6,0,1,0,0,0,4,60,71,52,18,201,0
6,1,1,24,0.4,68,97,3,6,0,1,2,1,0,12,60,88,66,42,256,1
14,0,3,54,0.28,70,50,2,7,0,0,1,0,1,59,87,101,51,25,264,1
22,1,3,40,0.43,71,51,2,7,0,1,2,0,0,25,57,92,27,18,194,0
6,0,3,30,0.39,99,59,3,8,0,3,2,0,1,11,67,164,19,24,274,1
7,0,3,12,0.4,51,83,3,8,1,0,0,0,0,58,52,36,65,17,170,0
4,0,2,11,0.48,55,81,3,7,1,1,0,0,0,7,49,40,56,20,165,0
20,0,1,44,0.17,70,74,4,7,1,1,1,0,0,52,101,81,76,31,289,1
13,0,2,50,0.17,82,59,0,4,0,0,0,0,0,59,98,48,66,27,239,1
3,1,2,25,0.45,68,99,3,6,1,2,0,0,1,48,54,86,85,18,243,1
22,1,2,54,0.4,76,50,3,8,0,0,0,0,0,33,87,64,33,27,211,0
9,0,2,59,0.47,86,81,1,4,0,3,0,0,0,21,74,68,48,25,215,0
19,0,2,30,0.08,78,86,3,6,0,1,0,0,0,49,162,62,68,46,338,1
14,1,2,21,0.33,77,61,0,3,0,0,0,0,0,8,55,31,44,19,149,0
17,1,2,37,0.12,83,98,3,6,0,0,0,0,0,8,137,51,50,48,286,1
19,0,1,21,0.28,50,67,0,4,0,0,0,0,0,44,60,20,68,9,157,0
12,1,2,42,0.12,97,79,0,5,0,2,0,0,0,17,118,82,43,35,278,1
7,1,3,29,0.11,74,62,1,5,1,1,1,0,0,16,116,77,56,31,280,1
8,1,3,49,0.06,70,52,2,7,0,0,1,0,0,6,226,68,24,72,390,1
15,0,2,58,0.33,83,70,1,5,0,0,0,0,0,38,88,50,51,26,215,0
18,1,2,30,0.21,75,91,6,10,0,2,0,0,0,50,106,49,86,28,269,1
15,0,1,48,0.1,85,63,3,7,0,1,0,0,0,33,151,81,54,42,328,1
6,0,2,50,0.2,84,89,5,8,1,0,1,0,0,15,109,79,61,41,290,1
13,0,2,58,0.13,72,59,2,5,0,2,0,0,0,56,127,44,69,37,277,1
13,0,2,51,0.47,66,51,3,6,1,0,0,0,0,27,77,34,44,23,178,0
3,0,3,45,0.19,96,94,4,7,1,1,0,1,0,24,111,85,79,45,320,1
14,1,2,31,0.2,91,86,1,5,1,2,0,0,0,21,69,63,56,15,203,0
2,0,1,35,0.43,61,60,4,8,0,2,1,0,0,54,76,59,62,27,224,0
4,0,2,16,0.34,93,50,0,5,0,1,0,1,0,33,34,52,53,14,153,0
0,0,2,16,0.37,69,75,1,4,2,2,0,0,0,14,43,39,65,16,163,0
2,1,2,17,0.34,88,91,0,3,1,1,0,0,0,15,49,73,52,11,185,0
14,1,3,35,0.48,76,62,3,6,2,1,0,0,0,15,74,37,40,22,173,0
23,1,2,33,0.14,91,77,2,5,2,0,0,1,0,37,108,51,64,47,270,1
7,1,2,33,0.5,86,85,2,5,1,1,0,2,1,21,55,96,61,33,245,1
3,1,2,49,0.42,69,70,2,5,0,2,0,0,0,28,72,53,58,20,203,0
1,1,2,57,0.32,60,59,4,8,1,3,0,0,0,31,96,43,60,26,225,0
23,1,2,21,0.35,77,61,1,4,1,1,1,1,0,42,54,68,61,28,211,0
23,0,2,56,0.34,51,95,3,6,1,1,0,1,0,23,86,30,64,30,210,0
9,0,2,17,0.08,73,76,2,6,1,1,1,1,0,40,145,65,72,51,333,1
3,1,2,18,0.15,65,52,0,5,1,0,1,0,0,49,77,64,79,24,244,1
2,0,3,12,0.48,61,77,1,5,1,1,0,0,0,22,40,34,53,21,148,0
1,0,2,30,0.29,65,51,0,3,0,1,0,1,0,56,60,48,52,29,189,0
16,1,1,40,0.22,85,77,0,4,0,2,1,0,0,37,79,92,54,23,248,1
22,0,1,57,0.39,51,80,2,5,1,1,0,1,0,22,90,46,72,35,243,1
20,0,1,56,0.29,74,92,3,7,1,1,1,0,0,24,97,56,56,39,248,1
23,1,2,33,0.06,78,70,2,7,1,0,1,0,0,25,213,64,49,68,394,1
19,0,1,13,0.38,77,56,2,5,0,1,0,1,1,35,53,99,57,20,229,0
22,1,1,29,0.38,59,99,8,12,0,0,0,0,1,49,84,83,73,15,255,1
12,1,2,25,0.12,94,80,1,5,0,0,0,1,0,33,113,68,70,37,288,1
4,0,2,19,0.48,72,63,0,4,0,0,0,0,0,12,43,65,43,13,164,0
20,0,1,52,0.15,81,88,2,5,0,1,0,0,1,32,111,119,44,33,307,1
8,0,2,35,0.26,80,88,3,7,0,3,0,0,0,40,84,64,83,26,257,1
21,1,3,38,0.1,68,58,1,4,0,2,0,0,1,57,127,72,73,46,318,1
5,1,3,14,0.32,64,72,0,3,1,1,1,1,0,45,43,63,57,23,186,0
4,1,2,20,0.22,82,61,2,7,2,1,0,0,1,3,77,111,30,23,241,1
9,0,2,38,0.21,66,78,1,6,0,1,0,0,0,52,78,64,68,22,232,1
7,0,3,54,0.42,85,87,2,6,0,0,0,0,1,35,80,97,77,25,279,1
6,1,2,24,0.05,69,88,1,4,2,3,1,0,0,19,216,73,67,68,424,1
6,0,2,15,0.41,58,71,1,5,2,1,0,1,0,28,43,47,59,23,172,0
5,0,3,57,0.31,87,53,2,5,0,0,0,0,0,14,89,69,48,20,226,0
20,1,2,24,0.49,52,97,3,6,0,3,0,0,0,53,55,48,73,11,187,0
19,1,3,52,0.32,51,56,1,5,0,0,1,1,0,14,74,29,29,34,166,0
2,0,3,29,0.07,67,89,2,5,0,2,0,0,1,12,179,94,73,49,395,1
18,1,2,43,0.07,72,57,2,6,0,0,0,0,0,59,191,49,57,56,353,1
21,0,3,11,0.45,68,84,4,7,0,1,0,0,0,13,60,49,54,8,171,0
14,1,2,53,0.43,56,58,1,5,1,1,1,0,0,59,83,49,61,29,222,0
3,1,2,25,0.21,84,62,1,5,0,2,1,0,1,59,67,110,61,17,255,1
11,1,3,28,0.33,99,88,2,7,1,0,0,1,0,21,59,67,62,17,205,0
5,0,2,43,0.27,69,69,0,5,0,1,1,0,0,0,69,74,38,24,205,0
18,0,3,58,0.49,69,70,1,4,1,1,0,1,0,0,72,34,48,24,178,0
3,1,3,23,0.48,68,96,1,5,1,2,1,0,0,30,43,68,91,7,209,0
14,1,3,33,0.49,90,68,0,4,1,0,1,1,0,54,48,99,65,28,240,1
8,1,3,37,0.44,65,51,4,8,0,1,0,2,0,32,68,67,57,37,229,0
4,0,2,57,0.46,87,93,1,5,0,1,0,0,0,46,70,62,79,29,240,1
12,1,1,41,0.15,70,89,5,9,0,0,1,0,0,0,112,65,48,26,251,1
22,1,3,46,0.42,78,79,2,5,1,2,0,0,0,37,71,51,54,29,205,0
17,1,2,19,0.37,93,72,2,7,0,2,1,0,0,23,48,91,49,9,197,0
4,1,2,58,0.48,87,89,2,6,1,1,1,0,0,38,75,87,44,20,226,0
15,0,2,54,0.31,94,62,4,8,0,0,1,0,0,21,100,83,52,24,259,1
18,0,3,57,0.09,73,82,0,4,0,0,1,0,0,22,154,63,62,51,330,1
13,1,3,18,0.32,86,81,0,3,1,0,0,0,0,1,47,48,48,21,164,0
15,0,2,33,0.36,78,77,4,9,0,1,2,0,1,21,81,133,45,22,281,1
14,0,2,45,0.15,80,73,1,6,0,5,1,0,0,8,110,88,48,31,277,1
21,0,2,38,0.23,94,91,4,8,1,1,0,0,0,3,100,58,58,22,238,1
3,1,2,38,0.32,88,77,2,5,1,2,1,0,0,49,80,76,70,29,255,1
6,0,2,57,0.22,61,79,2,7,0,0,1,0,1,24,101,101,51,25,278,1
15,0,2,32,0.22,79,90,0,5,0,1,1,0,0,14,72,67,61,15,215,0
23,0,2,36,0.11,53,78,2,5,1,1,0,1,0,23,132,57,44,49,282,1
21,1,2,40,0.47,79,83,2,7,2,2,0,0,0,39,56,60,75,14,205,0
20,1,2,52,0.39,54,71,2,5,0,4,1,0,0,6,80,65,49,20,214,0
21,0,2,16,0.05,65,74,3,8,1,3,1,1,1,7,232,94,65,78,469,1
20,0,3,58,0.39,76,63,3,6,1,1,0,2,0,26,78,50,39,39,206,0
7,1,1,54,0.38,53,59,3,7,0,0,0,0,0,26,80,44,43,24,191,0
16,1,2,13,0.05,57,59,4,9,0,3,2,0,0,44,223,83,55,73,434,1
15,0,2,23,0.22,97,57,2,7,1,2,0,2,0,34,76,95,41,30,242,1
22,0,1,51,0.32,57,63,3,8,0,1,1,0,0,37,83,67,46,26,222,0
9,1,2,51,0.25,66,94,2,5,0,1,0,0,0,29,97,40,67,35,239,1
9,1,2,19,0.4,95,87,1,6,0,2,0,0,0,38,49,67,57,16,189,0
1,0,2,53,0.24,93,81,4,9,0,2,1,0,0,28,112,89,71,39,311,1
8,1,2,43,0.12,52,94,4,7,0,1,1,0,1,4,135,107,55,44,341,1
16,0,3,35,0.49,76,81,5,10,1,1,2,0,1,17,83,108,60,26,277,1
10,0,2,32,0.16,83,52,3,8,2,1,0,0,0,14,91,49,40,20,200,0
9,0,1,18,0.37,94,69,4,7,0,1,1,1,0,25,63,89,56,21,229,0
21,1,3,46,0.11,70,62,1,4,0,0,0,0,0,54,134,25,69,34,262,1
16,0,1,17,0.2,92,72,2,5,1,1,0,1,0,58,78,76,67,38,259,1
3,0,3,23,0.25,73,68,3,8,1,0,1,0,0,1,71,72,62,20,225,0
15,1,3,16,0.14,93,65,1,5,1,2,0,0,0,30,93,63,52,29,237,1
19,1,2,16,0.25,99,85,1,4,1,0,1,0,0,24,53,75,54,17,199,0
14,0,3,18,0.12,90,84,2,7,1,1,0,0,0,24,105,79,49,30,263,1
20,0,3,12,0.3,78,96,2,6,0,0,1,0,0,31,53,61,58,15,187,0
4,1,3,23,0.35,88,96,3,7,0,0,0,0,0,57,65,73,120,24,282,1
5,1,2,26,0.08,55,99,2,5,0,2,0,0,0,21,149,61,71,42,323,1
16,1,2,59,0.44,63,56,3,6,1,0,0,0,0,51,86,61,52,27,226,0
0,0,3,53,0.13,99,86,1,4,2,2,0,1,0,9,117,72,47,41,277,1
18,0,1,31,0.15,63,57,1,4,1,2,0,0,0,35,91,41,58,26,216,0
3,0,2,55,0.35,86,74,0,3,1,2,0,0,0,11,79,69,41,29,218,0
16,1,2,35,0.26,73,72,2,7,0,1,0,1,1,20,81,90,57,34,262,1
8,0,2,37,0.27,62,59,5,10,1,2,0,0,0,14,98,46,48,26,218,0
23,1,2,54,0.11,50,79,0,3,0,0,1,1,0,10,129,43,54,53,279,1
1,0,3,23,0.41,61,82,1,6,2,1,1,1,0,45,43,71,52,29,195,0
7,1,3,18,0.33,91,60,1,4,0,2,0,0,0,6,46,57,52,26,181,0
14,0,1,35,0.11,73,84,1,4,0,1,0,1,0,23,125,65,67,48,305,1
6,0,3,11,0.22,86,76,2,6,1,0,1,1,1,29,71,107,80,26,284,1
5,1,3,20,0.41,69,52,3,6,1,1,2,0,0,13,55,83,43,13,194,0
0,1,1,26,0.31,55,96,2,6,1,0,0,1,0,57,53,36,78,24,191,0
14,0,2,43,0.1,61,98,0,5,0,2,0,0,1,39,134,76,74,43,327,1
22,1,3,28,0.22,70,99,2,5,1,0,1,1,0,45,77,63,80,28,248,1
6,1,2,48,0.16,52,57,1,5,1,0,1,0,0,54,112,57,58,36,263,1
16,0,3,27,0.28,76,62,2,6,1,1,1,0,0,5,69,67,33,15,184,0
1,1,3,22,0.43,95,91,3,8,1,2,0,0,1,49,57,99,81,16,253,1
8,0,2,14,0.25,85,52,2,6,1,0,0,0,0,45,61,57,47,13,178,0
8,0,1,59,0.25,66,69,2,5,0,0,1,1,0,7,92,75,60,34,261,1
12,1,2,32,0.46,98,95,1,4,0,0,0,1,0,35,52,81,59,31,223,0
5,1,1,33,0.31,95,94,0,4,1,1,0,0,0,55,60,60,82,10,212,0
5,0,2,38,0.3,64,84,1,4,1,0,0,2,0,11,69,47,46,44,206,0
19,0,3,57,0.17,88,62,1,4,0,2,1,1,0,4,100,85,36,40,261,1
19,0,2,56,0.32,53,69,0,4,0,0,0,1,1,12,80,91,55,34,260,1
20,0,3,17,0.31,66,73,5,10,1,3,0,0,1,18,72,107,57,24,260,1
2,0,2,35,0.23,87,58,3,8,0,2,0,0,0,21,92,38,61,27,218,0
16,0,3,24,0.5,60,79,3,6,0,2,1,0,0,11,53,43,39,10,145,0
16,1,2,10,0.45,61,74,0,4,1,0,1,0,1,31,31,101,44,23,199,0
